pokemon,dex_number,red0,blue0,green0,red1,blue1,green1,red2,blue2,green2,red3,blue3,green3,red4,blue4,green4,proportion0,proportion1,proportion2,proportion3,proportion4
pidgey.png,16,142,90,74,196,146,108,52,37,28,180,105,84,234,205,130,0.2112,0.1164,0.0346,0.0118,0.0056
pidgeotto.png,17,141,77,52,189,148,97,230,93,63,54,40,35,237,204,114,0.1853,0.1087,0.051,0.0416,0.0094
pidgeot.png,18,130,78,65,216,167,103,47,31,26,231,97,64,105,46,34,0.2623,0.196,0.0433,0.0314,0.0091
rattata.png,19,134,74,134,175,125,181,193,167,113,57,35,54,163,103,166,0.2698,0.0436,0.0229,0.0181,0.0139
raticate.png,20,155,109,41,188,153,114,187,141,59,61,43,20,234,205,119,0.3341,0.0606,0.0505,0.0288,0.0276
spearow.png,21,146,86,39,28,16,7,169,64,73,192,151,128,223,81,74,0.2041,0.1355,0.0944,0.0354,0.0279
fearow.png,22,162,101,42,199,154,124,222,70,68,46,29,20,132,37,35,0.1449,0.0649,0.0434,0.0255,0.0144
ekans.png,23,156,70,132,193,93,167,215,165,97,63,25,54,107,38,90,0.2892,0.0414,0.0321,0.0311,0.0218
arbok.png,24,254,254,254,163,131,195,99,79,134,221,221,223,43,36,56,0.3391,0.2104,0.033,0.0092,0.0077
pikachu.png,25,241,187,37,145,92,24,244,216,66,199,146,27,48,41,33,0.3348,0.0749,0.0356,0.0329,0.0257
raichu.png,26,217,130,61,128,75,47,51,28,22,234,165,11,252,212,71,0.2612,0.1525,0.0221,0.0221,0.0159
sandshrew.png,27,198,171,3,137,106,28,235,217,15,164,158,145,50,42,25,0.377,0.1191,0.036,0.031,0.0241
sandslash.png,28,135,98,28,189,151,39,57,45,19,241,211,45,96,72,18,0.2201,0.0708,0.0553,0.0553,0.0424
nidoranf.png,29,160,163,199,93,86,128,116,116,163,204,204,237,41,36,52,0.3967,0.0765,0.0367,0.0189,0.0126
nidorina.png,30,253,253,253,192,225,233,74,105,116,36,51,60,24,58,116,0.3777,0.0905,0.0755,0.0189,0.014
nidoqueen.png,31,99,145,176,74,108,125,111,93,54,181,169,115,33,44,49,0.4138,0.0811,0.0227,0.0219,0.0191
nidoranm.png,32,186,97,194,124,76,129,199,135,194,45,30,46,1,95,64,0.2837,0.1139,0.0648,0.0462,0.0381
nidorino.png,33,148,90,179,112,72,129,194,129,210,5,141,97,48,34,53,0.2478,0.1154,0.059,0.028,0.0239
nidoking.png,34,156,79,142,191,124,205,51,31,52,166,105,165,89,45,95,0.4212,0.0356,0.0311,0.0209,0.0148
clefairy.png,35,254,148,139,210,137,128,145,85,64,40,26,21,182,102,98,0.2766,0.0725,0.0497,0.0397,0.0137
clefable.png,36,238,148,148,209,136,135,200,131,133,108,87,84,214,100,100,0.2969,0.052,0.0335,0.0294,0.023
vulpix.png,37,197,120,86,172,75,40,69,33,19,119,44,18,192,110,72,0.218,0.1594,0.0408,0.0103,0.0095
ninetales.png,38,232,202,89,205,169,85,127,105,49,174,144,59,48,41,24,0.3248,0.0805,0.0447,0.0398,0.0142
jigglypuff.png,39,228,116,131,253,169,162,199,87,100,148,67,76,53,27,30,0.3887,0.0769,0.0213,0.0175,0.0135
wigglytuff.png,40,252,252,252,253,167,184,173,150,149,232,217,225,118,88,88,0.4129,0.0813,0.0224,0.0184,0.0133
zubat.png,41,98,122,178,131,163,214,82,88,131,35,37,48,218,218,220,0.2472,0.0882,0.0817,0.017,0.0144
golbat.png,42,100,138,207,164,77,163,71,86,144,201,107,177,89,121,186,0.2826,0.1298,0.0449,0.0259,0.0206
oddish.png,43,136,169,51,89,105,128,156,194,97,98,118,50,123,149,163,0.1776,0.1127,0.0699,0.0508,0.0286
gloom.png,44,146,72,34,74,105,122,251,114,1,68,37,18,188,154,123,0.2018,0.1053,0.085,0.039,0.0308
vileplume.png,45,187,48,73,235,51,51,245,166,174,211,69,83,161,88,37,0.3648,0.0886,0.0488,0.0462,0.0433
paras.png,46,179,138,41,136,93,41,219,152,100,228,63,59,50,35,23,0.1467,0.0532,0.0502,0.0484,0.0319
parasect.png,47,188,49,64,215,205,51,217,143,91,227,65,54,164,77,65,0.2656,0.0441,0.0408,0.0199,0.0197
venonat.png,48,97,74,122,142,104,159,158,157,157,128,82,127,151,145,158,0.2547,0.0407,0.0233,0.0218,0.02
venomoth.png,49,212,171,221,235,196,251,161,143,190,182,152,197,110,90,122,0.2515,0.1182,0.1013,0.0944,0.0376
diglett.png,50,159,89,86,195,121,76,183,107,75,67,40,30,166,55,71,0.2888,0.278,0.0301,0.0081,0.0032
dugtrio.png,51,160,89,85,190,119,78,185,105,73,50,36,29,157,80,82,0.3278,0.1272,0.0243,0.0201,0.002
meowth.png,52,216,184,66,190,138,29,134,104,41,48,40,24,235,211,110,0.3043,0.0635,0.0601,0.0361,0.0309
persian.png,53,215,177,109,121,99,59,238,210,120,171,135,63,39,34,25,0.2823,0.0349,0.0292,0.0209,0.0189
psyduck.png,54,252,251,246,126,100,63,252,210,78,38,32,25,188,134,50,0.3318,0.0674,0.0515,0.0348,0.0179
golduck.png,55,122,122,179,140,157,187,80,95,123,34,39,49,102,102,79,0.3326,0.0667,0.0583,0.0142,0.0115
mankey.png,56,205,164,145,125,92,67,48,38,31,243,191,131,107,65,15,0.3298,0.0477,0.0152,0.0044,0.0017
primeape.png,57,191,159,133,113,90,74,155,107,106,44,35,29,150,129,96,0.0503,0.0378,0.0223,0.0211,0.0034
growlithe.png,58,202,176,99,196,82,81,134,84,61,41,30,24,157,138,75,0.1813,0.1585,0.0944,0.0673,0.0186
arcanine.png,59,237,198,116,202,157,108,32,24,20,127,95,63,196,81,89,0.2209,0.0634,0.0626,0.0504,0.0415
poliwag.png,60,74,98,146,171,179,221,144,152,185,101,91,90,174,153,151,0.3132,0.057,0.0409,0.0136,0.0106
poliwhirl.png,61,81,90,130,179,188,228,175,175,175,144,152,187,96,96,96,0.2551,0.037,0.034,0.0205,0.0075
poliwrath.png,62,81,89,129,177,177,177,178,188,229,140,148,184,38,43,57,0.3308,0.0736,0.0644,0.0246,0.0165
abra.png,63,199,181,32,129,102,20,40,33,14,247,223,41,95,75,13,0.2164,0.103,0.061,0.0437,0.028
kadabra.png,64,123,87,18,201,177,14,250,233,41,48,38,17,181,167,127,0.1612,0.1148,0.07,0.0484,0.0451
alakazam.png,65,129,100,18,200,175,21,52,43,18,247,230,43,98,77,12,0.2012,0.1394,0.0465,0.0417,0.0256
machop.png,66,116,164,164,173,159,99,77,111,115,183,215,202,116,103,73,0.3738,0.0399,0.0282,0.0269,0.0263
machoke.png,67,138,114,179,159,137,191,191,179,114,100,82,126,122,74,134,0.3202,0.0373,0.0282,0.025,0.0224
machamp.png,68,133,141,150,92,102,111,35,39,42,125,109,47,195,211,219,0.2897,0.0759,0.0439,0.0439,0.0336
bellsprout.png,69,230,189,131,56,39,9,99,163,64,183,162,134,124,91,57,0.1754,0.0606,0.055,0.0475,0.0461
weepinbell.png,70,214,197,83,58,171,89,132,104,52,113,191,100,187,176,115,0.2016,0.1063,0.0346,0.0344,0.0234
victreebel.png,71,216,186,84,75,162,122,144,87,41,42,30,16,128,185,122,0.2025,0.0784,0.077,0.0474,0.0416
tentacool.png,72,65,148,172,164,60,44,106,172,209,53,112,143,240,81,73,0.2315,0.0652,0.0376,0.0363,0.0286
tentacruel.png,73,65,147,172,145,75,50,133,18,17,51,108,139,113,177,209,0.1716,0.0554,0.0406,0.0367,0.0326
geodude.png,74,103,102,80,170,168,149,46,44,38,135,132,112,69,66,54,0.279,0.0763,0.0291,0.0059,0.0056
graveler.png,75,105,104,82,166,165,145,36,35,27,134,131,112,71,68,52,0.2578,0.0742,0.0308,0.0063,0.0024
golem.png,76,100,106,38,148,143,73,192,176,104,37,40,19,74,79,23,0.1368,0.0696,0.0579,0.0576,0.0403
ponyta.png,77,240,209,113,230,79,45,222,149,81,137,89,64,41,25,18,0.136,0.1102,0.0865,0.0115,0.0078
rapidash.png,78,235,152,57,241,200,124,220,16,16,227,94,42,195,57,39,0.1727,0.1353,0.1181,0.1159,0.0386
slowpoke.png,79,220,97,121,212,125,139,253,134,149,184,156,127,149,67,82,0.2823,0.0384,0.0265,0.0194,0.0189
slowbro.png,80,228,97,105,144,153,153,97,99,104,140,146,147,185,153,134,0.2313,0.1825,0.0439,0.0198,0.0145
magnemite.png,81,139,179,163,172,164,160,103,86,83,43,38,38,206,238,216,0.1371,0.0633,0.0618,0.03,0.0257
magneton.png,82,132,157,156,49,42,42,161,147,140,116,88,84,202,233,211,0.2326,0.0484,0.0406,0.0398,0.0365
farfetchd.png,83,129,105,35,176,158,118,53,42,17,76,215,75,16,143,39,0.314,0.0619,0.026,0.0211,0.02
doduo.png,84,141,103,86,185,156,126,36,32,28,161,128,84,218,199,149,0.2015,0.0708,0.0387,0.0032,0.002
dodrio.png,85,163,123,90,16,14,12,114,96,78,176,153,120,232,196,122,0.1842,0.1221,0.0849,0.08,0.0076
seel.png,86,215,209,238,149,152,178,87,94,120,112,121,154,172,163,142,0.2961,0.0234,0.0207,0.0077,0.0077
dewgong.png,87,215,209,238,155,159,178,96,102,116,184,185,209,113,124,153,0.3653,0.0383,0.0158,0.0081,0.0037
grimer.png,88,155,106,155,127,81,134,183,143,185,221,172,221,228,213,229,0.1567,0.135,0.0309,0.0142,0.0097
muk.png,89,167,129,175,123,78,131,228,195,234,150,109,159,47,34,52,0.2275,0.1547,0.0424,0.0282,0.0122
shellder.png,90,156,140,193,203,198,234,103,87,126,131,113,163,187,177,227,0.1608,0.0868,0.0356,0.0228,0.0171
cloyster.png,91,120,80,128,212,189,237,170,137,186,148,101,175,18,18,18,0.2919,0.0661,0.0549,0.0486,0.0396
gastly.png,92,56,40,55,127,89,119,189,161,183,212,172,204,213,211,213,0.1833,0.1414,0.136,0.049,0.0211
haunter.png,93,127,87,134,177,138,193,148,107,159,50,33,48,206,203,206,0.3855,0.1051,0.0271,0.0233,0.0156
gengar.png,94,254,254,254,128,104,175,162,151,188,101,76,107,63,39,66,0.4289,0.0655,0.0356,0.0193,0.017
onix.png,95,107,99,99,178,169,169,41,38,38,133,125,125,67,62,62,0.2638,0.1975,0.0644,0.0032,0.0024
drowzee.png,96,253,253,253,111,88,62,244,235,1,179,153,39,37,30,12,0.3688,0.1246,0.0432,0.0389,0.0256
hypno.png,97,180,149,31,208,223,236,181,166,110,243,218,1,149,161,174,0.2538,0.0938,0.0321,0.0313,0.031
krabby.png,98,222,61,56,223,133,90,154,75,53,47,29,23,171,130,73,0.1473,0.0931,0.066,0.034,0.0111
kingler.png,99,167,86,70,227,145,106,50,32,27,194,100,75,105,49,31,0.2466,0.103,0.0289,0.0179,0.0066
voltorb.png,100,212,50,65,247,79,38,176,169,184,208,139,120,144,77,70,0.3842,0.086,0.0626,0.0322,0.0299
electrode.png,101,206,206,222,207,55,70,168,61,70,162,158,158,183,152,161,0.3305,0.033,0.0221,0.0199,0.0096
exeggcute.png,102,195,120,149,228,177,187,134,70,83,176,98,118,243,202,210,0.1844,0.0366,0.0249,0.0158,0.0109
exeggutor.png,103,116,169,51,160,193,104,101,113,53,41,45,25,182,244,106,0.1561,0.1022,0.0778,0.0313,0.0313
cubone.png,104,131,100,84,208,208,221,172,165,153,168,168,177,60,52,44,0.1779,0.1634,0.0708,0.0173,0.0105
marowak.png,105,200,200,207,128,99,76,171,157,132,48,40,33,177,176,181,0.1648,0.1269,0.0957,0.0186,0.0111
hitmonlee.png,106,172,135,119,116,93,75,201,209,118,54,49,45,149,151,80,0.3245,0.0984,0.0213,0.0183,0.0143
hitmonchan.png,107,170,145,117,166,157,166,118,96,69,38,31,21,156,62,83,0.2409,0.0938,0.0737,0.0669,0.0477
lickitung.png,108,234,117,140,253,154,170,225,198,207,196,91,105,154,65,75,0.2316,0.0888,0.0228,0.0215,0.0187
koffing.png,109,113,89,154,235,214,108,165,142,197,185,175,108,131,107,167,0.2503,0.0892,0.0415,0.032,0.0108
weezing.png,110,128,87,137,181,135,195,196,210,134,160,105,174,182,177,110,0.252,0.0728,0.0608,0.0569,0.0425
rhyhorn.png,111,143,156,165,89,94,106,37,38,44,205,214,216,27,22,22,0.2785,0.0938,0.0226,0.0118,0.009
rhydon.png,112,107,115,130,193,199,210,151,157,170,40,43,48,171,161,137,0.3991,0.0485,0.0373,0.0348,0.0165
chansey.png,113,245,163,179,253,207,217,201,149,156,211,134,133,245,162,154,0.3349,0.058,0.0323,0.0287,0.0205
tangela.png,114,60,110,134,100,164,198,29,51,62,79,140,172,158,209,236,0.2121,0.1495,0.0767,0.0084,0.0069
kangaskhan.png,115,140,110,98,176,148,121,45,38,31,138,145,96,146,122,114,0.3694,0.0634,0.0293,0.0232,0.0185
horsea.png,116,114,151,181,80,106,125,189,173,102,223,202,89,172,199,233,0.2457,0.0746,0.0357,0.0352,0.0257
seadra.png,117,105,130,155,221,198,85,78,104,127,128,157,181,183,172,117,0.167,0.0842,0.0724,0.0566,0.0429
goldeen.png,118,211,150,116,213,221,228,183,76,40,155,158,163,247,195,129,0.1517,0.1082,0.0636,0.0176,0.0168
seaking.png,119,223,223,231,189,64,41,25,18,17,156,157,164,98,98,103,0.2202,0.1334,0.1001,0.0598,0.0312
staryu.png,120,145,98,58,206,161,93,37,26,18,175,127,69,228,212,91,0.3055,0.1119,0.0184,0.0132,0.0037
starmie.png,121,87,80,148,135,112,185,182,141,214,209,168,235,159,139,189,0.2312,0.2196,0.0428,0.0413,0.0271
mrmime.png,122,206,198,206,32,82,119,222,164,164,194,78,114,132,154,177,0.1155,0.0861,0.0784,0.0516,0.0368
scyther.png,123,91,155,74,131,191,108,76,119,57,171,169,130,99,108,70,0.1271,0.0608,0.0565,0.0523,0.0246
jynx.png,124,219,171,53,250,223,81,130,101,52,28,22,11,171,51,101,0.3835,0.0543,0.0504,0.0498,0.0376
electabuzz.png,125,193,162,18,12,11,5,247,221,56,119,106,45,60,68,84,0.2596,0.057,0.0475,0.0462,0.0378
magmar.png,126,195,16,61,222,171,72,251,232,74,133,89,63,31,20,14,0.2321,0.1075,0.065,0.0262,0.0241
pinsir.png,127,125,102,81,178,161,143,38,31,25,208,191,170,143,126,109,0.2794,0.1338,0.0305,0.0042,0.0034
tauros.png,128,180,131,49,117,90,60,208,160,86,47,35,18,98,98,119,0.2422,0.0845,0.0581,0.0206,0.0109
magikarp.png,129,183,60,57,209,209,216,252,220,48,165,55,67,198,147,115,0.1812,0.066,0.0386,0.0325,0.0308
gyarados.png,130,20,123,150,157,172,194,26,47,58,4,169,208,29,28,27,0.3516,0.0814,0.0489,0.0411,0.023
lapras.png,131,55,118,156,164,150,148,96,169,215,99,93,91,19,44,57,0.2413,0.1076,0.0315,0.0304,0.0233
ditto.png,132,156,90,180,189,122,218,121,71,151,210,207,211,91,32,140,0.3633,0.0343,0.0231,0.0181,0.0062
eevee.png,133,154,95,73,191,152,110,45,28,20,227,194,145,179,120,75,0.2486,0.1723,0.0248,0.0071,0.0027
vaporeon.png,134,65,155,188,93,177,204,50,108,129,13,47,60,108,104,77,0.2471,0.0914,0.0599,0.0474,0.0154
jolteon.png,135,171,138,57,119,104,63,172,164,135,30,25,11,248,215,80,0.2077,0.0961,0.0571,0.0511,0.0201
flareon.png,136,200,159,107,220,76,59,135,84,66,45,27,21,119,38,29,0.3201,0.0813,0.0506,0.0243,0.0084
porygon.png,137,181,51,81,11,118,143,240,111,110,238,170,155,102,179,210,0.115,0.0884,0.0635,0.0399,0.0314
omanyte.png,138,158,135,108,114,97,74,47,40,32,83,163,207,153,131,97,0.3528,0.1307,0.053,0.0396,0.0136
omastar.png,139,159,136,110,113,96,77,43,36,29,86,165,208,61,103,158,0.3154,0.1265,0.0497,0.0316,0.029
kabuto.png,140,146,97,40,195,132,40,53,36,16,182,149,99,100,66,19,0.2916,0.127,0.0386,0.035,0.0115
kabutops.png,141,131,93,47,46,32,18,175,161,144,179,134,67,93,61,30,0.3644,0.0855,0.0747,0.0237,0.01
aerodactyl.png,142,156,140,172,98,86,118,187,187,220,32,27,41,130,116,152,0.2007,0.04,0.0195,0.0106,0.0101
snorlax.png,143,44,86,109,19,44,54,169,162,146,33,72,89,109,98,73,0.3545,0.0249,0.0054,0.0049,0.0042
articuno.png,144,39,108,180,119,159,235,12,32,57,207,218,231,21,64,118,0.2839,0.0429,0.0218,0.0143,0.0105
zapdos.png,145,14,11,3,201,161,15,140,110,26,252,210,64,195,165,103,0.0883,0.074,0.0589,0.0292,0.028
moltres.png,146,225,148,93,220,146,16,212,9,8,233,94,57,163,73,46,0.0969,0.0851,0.0735,0.0637,0.042
dratini.png,147,90,98,188,217,210,217,79,84,140,163,158,162,132,141,206,0.184,0.0493,0.0287,0.0203,0.02
dragonair.png,148,74,106,197,221,214,221,164,159,164,64,85,146,130,161,223,0.1416,0.0482,0.033,0.0261,0.0204
dragonite.png,149,210,146,65,130,95,63,55,38,21,193,127,53,242,199,115,0.4501,0.0541,0.0125,0.0108,0.0066
mewtwo.png,150,173,165,189,130,122,155,93,89,111,230,221,232,32,31,40,0.2083,0.1287,0.0668,0.0296,0.018
mew.png,151,226,131,175,128,78,107,244,190,214,178,100,141,49,29,41,0.1752,0.0396,0.0368,0.0197,0.0174
chikorita.png,152,170,202,92,94,130,43,205,238,117,130,229,48,25,31,14,0.2806,0.1467,0.0723,0.0638,0.033
bayleef.png,153,216,186,51,127,165,28,99,119,28,69,95,13,40,46,19,0.2178,0.1696,0.0809,0.0373,0.0289
meganium.png,154,105,171,64,202,33,58,145,207,75,196,157,12,123,105,37,0.2192,0.0979,0.0516,0.0259,0.0237
cyndaquil.png,155,235,57,8,252,219,22,208,166,81,52,104,127,223,6,0,0.1763,0.1147,0.0853,0.05,0.0304
quilava.png,156,41,64,97,234,77,8,254,211,0,229,204,105,192,156,120,0.1275,0.0946,0.065,0.0471,0.0291
typhlosion.png,157,32,64,105,224,86,15,196,144,46,254,220,0,220,2,1,0.1746,0.1392,0.0971,0.0814,0.0637
totodile.png,158,50,123,182,112,164,200,185,66,39,26,44,59,170,226,246,0.2982,0.0699,0.0589,0.0249,0.0156
croconaw.png,159,33,133,180,232,177,76,207,23,16,44,32,28,138,83,59,0.1819,0.1331,0.0761,0.0181,0.0175
feraligatr.png,160,41,156,189,191,49,33,38,120,146,205,170,75,69,199,223,0.2069,0.1295,0.0542,0.0454,0.0379
sentret.png,161,135,99,71,51,42,34,185,153,123,151,125,102,79,62,47,0.2864,0.0464,0.0449,0.0027,0.0007
furret.png,162,126,71,58,194,158,79,180,137,64,53,41,46,65,45,39,0.2553,0.1649,0.0142,0.005,0.0047
hoothoot.png,163,124,89,74,40,33,25,186,136,65,221,188,155,175,159,144,0.2954,0.0457,0.0349,0.0349,0.0282
noctowl.png,164,171,123,74,125,93,73,188,151,113,223,206,96,50,40,34,0.2149,0.1127,0.0517,0.0495,0.0164
ledyba.png,165,169,67,50,28,21,19,174,168,165,244,89,24,111,44,32,0.2678,0.1604,0.0368,0.0351,0.0124
ledian.png,166,191,56,88,25,22,22,171,169,163,115,86,81,207,68,84,0.2295,0.1201,0.0705,0.0481,0.0147
spinarak.png,167,24,24,18,89,180,107,160,171,31,161,166,134,157,227,52,0.0757,0.0741,0.0291,0.0208,0.0203
ariados.png,168,164,73,56,18,8,4,184,159,31,99,52,155,174,159,131,0.0779,0.07,0.0533,0.0371,0.027
crobat.png,169,133,74,207,105,63,154,111,72,138,225,224,226,220,219,221,0.217,0.0213,0.0201,0.0142,0.0104
chinchou.png,170,90,115,195,120,159,206,59,92,149,194,146,10,254,205,84,0.1734,0.0789,0.0534,0.0239,0.0232
lanturn.png,171,74,122,204,108,152,210,211,180,76,250,215,90,72,91,135,0.3315,0.061,0.0538,0.0417,0.0368
pichu.png,172,195,170,17,34,34,51,122,106,41,85,85,95,244,227,79,0.1705,0.1659,0.0292,0.0266,0.0264
pichuspikyeared.png,172,34,34,50,195,170,17,122,106,41,244,227,79,84,84,94,0.1748,0.171,0.0293,0.0264,0.0259
cleffa.png,173,202,132,131,126,80,43,65,40,24,250,162,162,174,105,101,0.3594,0.1311,0.0294,0.0242,0.0101
igglybuff.png,174,253,253,253,252,168,185,131,74,93,53,34,40,155,155,155,0.3582,0.0489,0.0302,0.0171,0.0154
togepi.png,175,195,170,119,176,177,195,212,221,221,122,100,85,193,83,75,0.2024,0.15,0.084,0.0538,0.0381
togetic.png,176,192,216,209,151,157,160,154,171,167,90,100,97,31,35,34,0.3385,0.0427,0.032,0.0213,0.015
natu.png,177,72,142,63,195,42,83,58,42,34,108,178,68,116,90,70,0.2566,0.0685,0.058,0.0569,0.0498
xatu.png,178,72,140,64,170,58,12,55,44,39,108,179,67,167,159,154,0.1784,0.0911,0.0477,0.0361,0.023
mareep.png,179,200,158,92,101,92,74,197,149,30,228,205,127,41,39,34,0.1452,0.0442,0.0229,0.0209,0.0176
flaaffy.png,180,179,179,212,254,139,156,79,86,115,153,153,180,207,131,146,0.3773,0.1012,0.044,0.0391,0.0259
ampharos.png,181,204,139,16,142,90,42,35,30,21,180,163,133,252,200,26,0.2368,0.0646,0.0522,0.024,0.0121
bellossom.png,182,133,174,45,188,51,13,55,145,5,50,31,20,162,180,104,0.2581,0.2043,0.1141,0.0586,0.0527
marill.png,183,50,104,167,106,156,219,23,37,55,70,127,199,90,90,90,0.3209,0.0636,0.0138,0.0106,0.0103
azumarill.png,184,13,98,169,97,155,225,197,197,213,15,44,69,163,163,163,0.3058,0.0777,0.041,0.0252,0.0128
sudowoodo.png,185,109,89,59,84,131,82,45,39,31,189,166,117,104,191,95,0.2768,0.117,0.0715,0.0407,0.0176
politoed.png,186,124,187,24,107,101,56,174,232,53,199,158,82,29,29,25,0.3542,0.0381,0.0358,0.0333,0.0307
hoppip.png,187,245,60,53,99,164,52,135,186,102,71,128,43,25,45,13,0.1359,0.1177,0.0479,0.0466,0.0134
skiploom.png,188,65,180,32,254,209,0,55,131,32,219,166,67,215,153,6,0.2693,0.0787,0.0328,0.0328,0.032
jumpluff.png,189,207,184,92,57,112,189,232,221,131,89,160,247,179,145,64,0.2721,0.0884,0.065,0.0596,0.0148
aipom.png,190,127,65,166,190,169,113,45,23,57,86,41,112,172,138,189,0.286,0.0831,0.0282,0.0217,0.021
sunkern.png,191,178,163,54,90,174,52,110,100,61,82,73,40,65,119,48,0.1897,0.1304,0.0865,0.0859,0.0501
sunflora.png,192,186,163,31,122,102,31,42,36,19,171,182,152,85,74,21,0.2678,0.0938,0.0685,0.0282,0.0252
yanma.png,193,229,254,254,235,141,105,180,70,60,199,218,233,148,160,167,0.1125,0.1007,0.1004,0.0733,0.0494
wooper.png,194,56,119,190,114,177,236,122,80,131,22,37,56,171,93,179,0.1873,0.0668,0.0351,0.0104,0.0102
quagsire.png,195,99,156,188,93,95,135,24,64,57,173,227,251,80,101,99,0.3218,0.1526,0.0804,0.0254,0.0117
espeon.png,196,180,126,180,233,193,233,122,88,122,45,36,45,156,110,155,0.2431,0.0501,0.0423,0.0146,0.0116
umbreon.png,197,39,46,68,79,80,93,179,148,41,109,103,76,165,162,148,0.2753,0.0367,0.0212,0.021,0.0129
murkrow.png,198,48,64,97,32,37,53,71,89,123,176,154,34,114,105,70,0.2715,0.066,0.0566,0.0269,0.0207
slowking.png,199,179,156,154,150,64,52,50,31,28,228,74,48,135,35,22,0.3005,0.1329,0.0485,0.0349,0.0138
misdreavus.png,200,24,39,60,145,58,76,61,27,40,109,38,62,64,81,97,0.3491,0.0949,0.0278,0.0273,0.015
unown.png,201,141,141,141,103,103,103,43,43,43,141,141,141,141,141,141,0.158,0.0952,0.0144,0.158,0.158
wobbuffet.png,202,254,254,254,127,183,225,20,43,62,157,157,157,95,95,95,0.3832,0.0995,0.0239,0.0044,0.003
girafarig.png,203,193,160,57,105,88,78,143,62,89,39,34,32,167,160,135,0.1571,0.1439,0.0421,0.0216,0.0155
pineco.png,204,43,94,119,24,46,57,112,186,164,93,170,177,24,24,24,0.2679,0.1295,0.0687,0.0407,0.0106
forretress.png,205,119,72,149,155,131,178,103,77,130,170,145,190,197,172,213,0.1625,0.0862,0.0223,0.0212,0.0207
dunsparce.png,206,184,139,37,51,122,144,196,210,231,192,172,99,130,107,57,0.1245,0.0801,0.0436,0.0394,0.0371
gligar.png,207,156,72,126,49,29,48,86,43,91,188,93,154,199,136,187,0.3348,0.0774,0.0463,0.0247,0.0195
steelix.png,208,73,94,130,128,149,163,34,39,51,54,60,86,100,98,98,0.3888,0.0894,0.0469,0.0152,0.0081
snubbull.png,209,234,108,124,69,76,93,192,91,106,139,72,82,117,163,210,0.2947,0.0867,0.0339,0.0312,0.0256
granbull.png,210,252,252,252,128,79,105,244,162,203,48,33,41,173,102,135,0.3656,0.054,0.0444,0.0216,0.0161
qwilfish.png,211,193,178,87,34,114,113,49,116,124,105,176,189,110,100,64,0.2156,0.1115,0.0554,0.0357,0.0256
scizor.png,212,159,45,45,49,23,23,125,37,37,209,66,66,170,151,150,0.2486,0.0679,0.0493,0.0309,0.0214
shuckle.png,213,239,202,75,207,156,123,152,80,47,52,35,28,171,145,57,0.1665,0.0936,0.0865,0.0327,0.0218
heracross.png,214,65,95,142,118,152,196,30,39,54,45,59,92,96,96,96,0.255,0.0501,0.0267,0.0091,0.007
sneasel.png,215,51,100,118,186,44,111,26,46,56,210,132,154,253,147,163,0.2226,0.069,0.0227,0.0212,0.0185
teddiursa.png,216,253,253,253,219,137,86,53,37,23,95,95,99,153,153,160,0.3965,0.0556,0.0344,0.0039,0.0039
ursaring.png,217,253,253,253,57,40,27,169,156,132,89,59,37,174,138,66,0.4005,0.0703,0.0122,0.0015,0.0015
