pokemon,dex_number,normal,fighting,flying,poison,ground,rock,bug,ghost,steel,fire,water,grass,electric,psychic,ice,dragon,dark,fairy,red0,blue0,green0,red1,blue1,green1,red2,blue2,green2,red3,blue3,green3,red4,blue4,green4,proportion0,proportion1,proportion2,proportion3,proportion4
/home/tariq/PokemonTypeNN/data/gsc/spearow.png,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,85,40,42,26,12,233,79,94,169,159,151,52,19,22,0.1671,0.1212,0.0582,0.0582,0.0251
/home/tariq/PokemonTypeNN/data/rby/fearow.png,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,102,79,177,161,137,57,54,52,150,127,99,215,193,156,0.3303,0.1261,0.0347,0.0054,0.0054
/home/tariq/PokemonTypeNN/data/gsc/fearow.png,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,87,52,47,29,18,178,158,146,238,55,128,162,53,97,0.1984,0.1061,0.0683,0.0228,0.0176
/home/tariq/PokemonTypeNN/data/xydex/fearow.png,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,150,99,151,106,61,181,125,63,222,210,218,212,192,164,0.1584,0.0826,0.025,0.008,0.0057
/home/tariq/PokemonTypeNN/data/rby/ekans.png,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,193,244,178,140,188,107,87,112,212,170,233,145,112,153,0.2208,0.1953,0.095,0.0617,0.0234
/home/tariq/PokemonTypeNN/data/gsc/ekans.png,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,62,157,56,16,44,145,18,77,185,141,170,97,97,97,0.325,0.0826,0.0777,0.0405,0.0399
/home/tariq/PokemonTypeNN/data/xydex/ekans.png,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,144,189,128,90,124,235,203,232,189,176,130,218,173,213,0.254,0.0752,0.0566,0.024,0.0189
/home/tariq/PokemonTypeNN/data/xydex/arbok.png,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,156,186,108,105,121,191,178,216,171,156,178,214,206,224,0.1303,0.0497,0.0462,0.0291,0.0264
/home/tariq/PokemonTypeNN/data/rby/arbok.png,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,133,187,224,188,245,112,88,117,211,169,232,49,49,49,0.231,0.1514,0.1156,0.0493,0.0313
/home/tariq/PokemonTypeNN/data/gsc/arbok.png,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,250,46,19,43,108,37,84,14,13,13,182,142,176,0.3384,0.1681,0.0544,0.0521,0.0372
/home/tariq/PokemonTypeNN/data/xydex/pikachu.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,243,226,116,202,174,99,244,244,246,161,144,76,102,96,73,0.2263,0.1054,0.0234,0.0111,0.0079
/home/tariq/PokemonTypeNN/data/xydex/pikachuoriginal.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240,221,120,196,172,102,162,145,70,133,101,60,230,69,95,0.1754,0.1465,0.0265,0.026000000000000002,0.0224
/home/tariq/PokemonTypeNN/data/xydex/pikachucosplay.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,242,226,117,199,174,107,160,143,76,50,50,48,100,95,75,0.2082,0.1216,0.0119,0.0114,0.0114
/home/tariq/PokemonTypeNN/data/xydex/pikachupartner.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,243,222,121,196,169,102,123,97,64,219,226,229,229,237,230,0.2306,0.1288,0.0541,0.0301,0.0276
/home/tariq/PokemonTypeNN/data/xydex/pikachuhoenn.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,207,158,101,238,220,121,137,97,63,161,145,74,81,106,82,0.1863,0.1751,0.0302,0.0274,0.0147
/home/tariq/PokemonTypeNN/data/xydex/pikachukalos.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,238,220,121,196,170,104,150,84,57,203,91,75,161,146,75,0.1841,0.1462,0.0389,0.0281,0.0256
/home/tariq/PokemonTypeNN/data/xydex/pikachualola.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,202,159,107,239,221,119,128,101,65,161,145,71,194,101,100,0.1944,0.1861,0.0302,0.0245,0.0092
/home/tariq/PokemonTypeNN/data/xydex/pikachuunova.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,238,220,121,199,166,104,161,145,74,136,103,58,115,163,201,0.1772,0.1612,0.0276,0.0204,0.0157
/home/tariq/PokemonTypeNN/data/rby/pikachu.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,179,168,134,105,100,83,229,207,120,53,53,52,154,139,84,0.109,0.0462,0.0296,0.0171,0.009000000000000001
/home/tariq/PokemonTypeNN/data/xydex/pikachusinnoh.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,238,220,121,200,165,101,205,98,91,138,96,64,161,145,74,0.17800000000000002,0.1582,0.0306,0.0298,0.027999999999999997
/home/tariq/PokemonTypeNN/data/gsc/pikachu.png,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,238,213,44,140,91,47,185,163,118,37,26,13,191,156,30,0.2752,0.0901,0.0649,0.0634,0.0457
/home/tariq/PokemonTypeNN/data/xydex/raichualola.png,26,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,239,213,123,202,164,111,154,109,66,175,136,67,215,228,236,0.1059,0.0976,0.0335,0.0132,0.0022
/home/tariq/PokemonTypeNN/data/rby/raichu.png,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,188,172,116,106,99,73,229,214,121,51,51,49,158,141,81,0.122,0.0625,0.062,0.0372,0.024
/home/tariq/PokemonTypeNN/data/gsc/raichu.png,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,207,93,17,31,17,6,254,213,59,216,152,73,190,148,38,0.2035,0.1387,0.1159,0.0665,0.0137
/home/tariq/PokemonTypeNN/data/xydex/raichu.png,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,248,218,97,192,170,108,119,88,44,171,142,69,71,55,33,0.0932,0.0496,0.0281,0.0096,0.0025
/home/tariq/PokemonTypeNN/data/rby/sandshrew.png,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,186,166,136,114,98,81,54,53,51,149,128,100,214,192,157,0.2697,0.1792,0.0538,0.0132,0.0051
/home/tariq/PokemonTypeNN/data/gsc/sandshrew.png,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,125,101,52,45,32,14,172,162,142,175,142,49,99,66,16,0.1506,0.1125,0.0827,0.0719,0.028999999999999998
/home/tariq/PokemonTypeNN/data/xydex/sandshrewalola.png,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,212,232,241,234,242,241,211,211,139,144,179,194,170,171,142,0.1584,0.0916,0.0655,0.0626,0.0357
/home/tariq/PokemonTypeNN/data/xydex/sandshrew.png,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,240,218,112,193,173,110,165,142,73,129,113,70,226,226,228,0.2039,0.1446,0.0277,0.016,0.0097
/home/tariq/PokemonTypeNN/data/rby/sandslash.png,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,99,79,188,168,138,54,52,50,216,194,157,152,127,98,0.2383,0.1987,0.0828,0.0093,0.009000000000000001
/home/tariq/PokemonTypeNN/data/gsc/sandslash.png,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,5,185,145,4,132,106,39,109,70,0,169,160,137,0.1973,0.1257,0.1038,0.091,0.06
/home/tariq/PokemonTypeNN/data/xydex/sandslash.png,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,246,221,113,140,99,38,186,169,124,182,135,45,83,46,10,0.12,0.1123,0.1092,0.0618,0.024
/home/tariq/PokemonTypeNN/data/xydex/sandslashalola.png,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,190,228,239,118,176,197,225,236,236,130,216,236,76,119,138,0.1332,0.1299,0.0311,0.025,0.0222
/home/tariq/PokemonTypeNN/data/xydex/nidoranf.png,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,220,241,149,163,185,84,95,135,177,188,215,112,120,157,0.2635,0.1583,0.0526,0.0179,0.0087
/home/tariq/PokemonTypeNN/data/gsc/nidoranf.png,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,172,246,135,149,211,83,87,123,161,161,161,24,24,24,0.1993,0.1021,0.0857,0.0503,0.0488
/home/tariq/PokemonTypeNN/data/rby/nidoranf.png,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,221,237,82,86,133,149,153,185,172,179,242,108,113,167,0.0958,0.0931,0.0876,0.0392,0.0296
/home/tariq/PokemonTypeNN/data/xydex/nidorina.png,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,229,228,194,224,231,136,168,186,84,93,145,155,177,177,0.1195,0.1068,0.0829,0.0421,0.037000000000000005
/home/tariq/PokemonTypeNN/data/rby/nidorina.png,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,83,132,143,147,192,220,223,244,170,178,248,108,113,172,0.1417,0.1058,0.0951,0.0903,0.0421
/home/tariq/PokemonTypeNN/data/gsc/nidorina.png,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,160,238,64,98,127,22,34,46,205,222,246,22,22,22,0.2742,0.1368,0.062,0.0604,0.0287
