pokemon,dex_number,red0,blue0,green0,red1,blue1,green1,red2,blue2,green2,red3,blue3,green3,red4,blue4,green4,proportion0,proportion1,proportion2,proportion3,proportion4
raichu.png,26,188,172,116,106,99,73,229,214,121,51,51,49,158,141,81,0.122,0.0625,0.062,0.0372,0.024
sandshrew.png,27,186,166,136,114,98,81,54,53,51,149,128,100,214,192,157,0.2697,0.1792,0.0538,0.0132,0.0051
sandslash.png,28,120,99,79,188,168,138,54,52,50,216,194,157,152,127,98,0.2383,0.1987,0.0828,0.0093,0.009
nidoranf.png,29,219,221,237,82,86,133,149,153,185,172,179,242,108,113,167,0.0958,0.0931,0.0876,0.0392,0.0296
nidorina.png,30,78,83,132,143,147,192,220,223,244,170,178,248,108,113,172,0.1417,0.1058,0.0951,0.0903,0.0421
nidoqueen.png,31,76,81,142,170,178,251,139,144,200,106,113,174,218,221,243,0.2593,0.1979,0.0985,0.049,0.0314
nidoranm.png,32,178,136,189,221,184,243,110,89,114,212,169,234,146,111,154,0.2339,0.1666,0.1057,0.0752,0.0227
nidorino.png,33,176,138,186,226,196,243,109,88,113,210,169,232,91,91,91,0.1659,0.1106,0.0852,0.0548,0.0318
nidoking.png,34,177,135,187,225,193,244,107,87,112,95,95,95,210,170,232,0.206,0.1544,0.1319,0.0385,0.0363
clefairy.png,35,248,213,222,188,148,158,114,90,96,237,165,183,50,50,50,0.1806,0.0846,0.0475,0.031,0.0299
clefable.png,36,251,207,219,192,146,157,248,156,178,115,90,96,50,50,50,0.2219,0.0904,0.0626,0.045,0.0213
vulpix.png,37,141,79,60,254,196,89,216,154,94,210,85,57,59,51,49,0.1537,0.1482,0.1323,0.0476,0.0297
ninetales.png,38,180,169,123,228,213,123,107,103,83,150,139,86,56,55,52,0.1103,0.0673,0.0651,0.0196,0.0086
jigglypuff.png,39,248,214,223,186,148,158,112,90,96,239,164,182,100,100,100,0.1618,0.0848,0.0388,0.0354,0.0284
wigglytuff.png,40,251,199,214,195,144,157,250,156,178,115,90,96,163,162,162,0.2455,0.1115,0.1031,0.0714,0.0196
zubat.png,41,78,84,135,147,152,192,170,178,248,213,215,229,106,112,174,0.0913,0.0797,0.0776,0.0456,0.0362
golbat.png,42,77,82,133,171,179,249,143,147,192,49,49,49,210,212,234,0.1161,0.1036,0.07,0.0434,0.0264
oddish.png,43,124,173,130,82,108,87,49,49,49,192,225,145,159,173,140,0.1568,0.0767,0.0691,0.0578,0.0334
gloom.png,44,142,72,58,212,76,51,54,50,49,198,151,114,254,196,89,0.1915,0.1545,0.0908,0.0855,0.0362
vileplume.png,45,212,75,50,148,72,56,51,49,49,254,197,91,198,150,109,0.1986,0.1073,0.0925,0.0635,0.0597
paras.png,46,137,80,61,209,153,99,254,196,89,210,81,54,59,52,49,0.1451,0.1357,0.0996,0.0807,0.0274
parasect.png,47,254,196,89,140,78,61,209,152,102,211,81,54,54,50,49,0.1452,0.129,0.1113,0.0635,0.0463
venonat.png,48,177,132,185,108,86,112,49,49,49,224,209,233,151,109,158,0.1922,0.1427,0.1366,0.0446,0.0363
venomoth.png,49,221,184,244,178,137,190,108,87,113,212,171,234,147,112,155,0.1986,0.195,0.1262,0.0558,0.0304
diglett.png,50,197,176,143,121,99,77,53,52,50,151,127,97,70,63,56,0.1923,0.1843,0.0428,0.0051,0.0024
dugtrio.png,51,127,102,77,200,177,141,54,52,50,153,126,96,207,193,169,0.2553,0.2272,0.0643,0.0076,0.0012
meowth.png,52,186,171,121,107,100,75,227,211,121,54,53,51,159,140,78,0.155,0.0963,0.0473,0.0451,0.035
persian.png,53,175,168,136,106,101,83,227,211,124,152,139,83,53,53,51,0.0942,0.0751,0.0389,0.0218,0.0171
psyduck.png,54,189,173,115,231,215,119,109,102,75,154,138,82,54,54,51,0.1163,0.0732,0.0678,0.0301,0.0157
golduck.png,55,207,227,249,105,179,200,74,111,121,96,96,96,65,153,175,0.2592,0.1732,0.0761,0.021,0.0208
mankey.png,56,117,99,81,171,160,145,57,55,53,215,195,161,150,129,102,0.1758,0.1218,0.0179,0.0049,0.0034
primeape.png,57,127,104,80,183,166,141,54,52,51,147,127,102,215,193,157,0.262,0.1353,0.0498,0.0056,0.0039
growlithe.png,58,121,100,78,180,165,142,53,51,50,215,193,157,149,128,100,0.292,0.141,0.0892,0.0105,0.0042
arcanine.png,59,138,78,63,193,150,118,210,79,53,254,197,93,55,50,49,0.1263,0.1109,0.0871,0.0687,0.0638
poliwag.png,60,75,81,141,148,152,185,216,217,234,170,177,243,57,59,83,0.1749,0.0695,0.0523,0.0366,0.0253
poliwhirl.png,61,76,82,142,219,221,239,146,150,187,159,159,159,103,109,171,0.1798,0.0711,0.065,0.0415,0.0358
poliwrath.png,62,75,81,147,142,147,193,216,219,240,170,178,248,50,50,50,0.2954,0.0662,0.0441,0.0405,0.0388
abra.png,63,194,174,110,107,100,75,232,214,117,54,53,50,161,142,77,0.1387,0.0999,0.0589,0.0388,0.0312
kadabra.png,64,189,171,112,106,100,74,231,213,117,53,53,51,161,140,75,0.1597,0.105,0.0694,0.052,0.0442
alakazam.png,65,187,170,118,108,100,73,234,213,116,53,53,50,161,141,75,0.1278,0.0994,0.0572,0.0348,0.0336
machop.png,66,205,205,147,165,165,136,101,101,89,134,134,112,54,54,53,0.2249,0.1681,0.1373,0.0438,0.0372
machoke.png,67,100,100,88,166,166,133,204,204,147,133,133,113,53,53,52,0.1527,0.139,0.1251,0.0612,0.0487
machamp.png,68,101,101,90,166,166,134,205,205,147,132,132,113,52,52,52,0.1873,0.1584,0.1579,0.0602,0.0492
bellsprout.png,69,131,171,137,80,104,85,193,226,146,50,51,50,161,171,147,0.1092,0.0746,0.0561,0.0517,0.0436
weepinbell.png,70,128,173,133,194,228,147,83,108,87,213,224,215,156,167,142,0.1242,0.0862,0.046,0.0278,0.0197
victreebel.png,71,194,227,146,133,175,134,82,107,86,156,171,135,98,104,90,0.1227,0.1197,0.0554,0.0378,0.0262
tentacool.png,72,103,182,204,198,221,242,67,109,120,64,154,176,51,51,51,0.2137,0.1676,0.0975,0.0287,0.0261
tentacruel.png,73,97,182,204,205,228,247,60,109,121,49,49,49,49,57,60,0.1703,0.1656,0.1448,0.071,0.0365
geodude.png,74,100,100,90,164,164,138,205,205,148,133,133,113,53,53,52,0.1683,0.1533,0.1065,0.063,0.0513
graveler.png,75,99,99,89,164,164,137,54,54,53,133,133,113,203,203,148,0.2105,0.1549,0.0858,0.0699,0.0554
golem.png,76,98,98,88,51,51,50,163,163,135,132,132,114,204,204,148,0.199,0.1862,0.1397,0.0962,0.0379
ponyta.png,77,205,155,110,136,82,66,254,196,92,210,80,54,60,51,49,0.1368,0.1323,0.0932,0.0764,0.0188
rapidash.png,78,139,79,63,206,152,108,211,80,54,253,196,93,57,51,50,0.1463,0.1416,0.1017,0.0799,0.0268
slowpoke.png,79,251,199,214,187,148,158,114,94,99,239,163,182,95,95,95,0.2642,0.0708,0.0325,0.0322,0.0181
slowbro.png,80,252,200,215,193,142,155,246,158,179,113,87,94,159,159,159,0.2871,0.1054,0.0767,0.0572,0.0251
magnemite.png,81,101,101,92,162,162,144,205,205,149,55,55,54,133,133,112,0.1038,0.1004,0.0665,0.0213,0.0191
magneton.png,82,99,99,90,163,163,143,205,205,149,133,133,113,54,54,53,0.1602,0.1379,0.1014,0.0353,0.0323
farfetchd.png,83,185,166,138,118,99,80,56,54,52,148,128,102,213,193,159,0.1986,0.1925,0.0342,0.0125,0.0103
doduo.png,84,184,167,140,115,100,83,54,53,51,148,128,102,215,193,156,0.1803,0.1182,0.0227,0.0066,0.0037
dodrio.png,85,123,102,81,178,161,137,54,53,51,149,127,101,214,191,155,0.2546,0.1409,0.0308,0.01,0.0022
seel.png,86,81,86,134,145,149,184,171,179,249,220,222,241,109,115,168,0.0827,0.0814,0.0814,0.075,0.0262
dewgong.png,87,220,222,244,149,152,189,172,179,247,86,90,127,108,113,167,0.1086,0.0774,0.0628,0.0507,0.027
grimer.png,88,182,136,192,224,192,243,108,86,112,212,169,234,151,110,159,0.2755,0.1502,0.0977,0.0864,0.0249
muk.png,89,181,134,191,223,185,245,111,88,116,213,170,234,151,111,159,0.2106,0.1395,0.0808,0.0532,0.0171
shellder.png,90,99,99,89,163,163,144,51,51,51,133,133,113,204,204,150,0.1632,0.1069,0.0795,0.0531,0.0387
cloyster.png,91,165,165,139,100,100,89,204,204,149,132,132,113,52,52,51,0.1473,0.1434,0.0969,0.0683,0.0556
gastly.png,92,222,187,242,184,148,194,49,49,49,210,171,230,107,85,112,0.2359,0.1604,0.0905,0.0587,0.0472
haunter.png,93,49,49,49,177,144,186,101,81,105,220,202,230,58,54,59,0.2037,0.0989,0.0809,0.0343,0.0318
gengar.png,94,49,49,49,177,145,184,103,83,107,223,207,230,57,53,58,0.2911,0.0821,0.0733,0.0259,0.0198
onix.png,95,96,96,87,163,163,140,52,52,51,132,132,114,203,203,146,0.1864,0.0934,0.0876,0.0489,0.0394
drowzee.png,96,208,179,93,111,102,72,232,214,115,52,52,50,162,141,74,0.173,0.0836,0.0674,0.0615,0.0324
hypno.png,97,193,173,109,106,100,78,232,217,121,156,140,79,54,53,51,0.1256,0.0667,0.0571,0.0311,0.027
krabby.png,98,142,73,57,211,78,52,195,154,123,56,50,49,251,198,103,0.1582,0.099,0.0933,0.05,0.0132
kingler.png,99,213,77,51,134,80,64,199,153,116,56,51,50,252,198,103,0.1607,0.1485,0.1124,0.044,0.0246
voltorb.png,100,221,184,78,235,211,110,108,100,75,175,148,69,60,59,53,0.3599,0.1013,0.0862,0.0273,0.0015
electrode.png,101,206,179,97,108,101,77,53,53,50,225,208,127,163,141,74,0.2068,0.0589,0.0416,0.031,0.0303
exeggcute.png,102,250,201,215,249,153,176,186,145,155,116,92,98,166,165,165,0.2512,0.1077,0.0916,0.0631,0.0296
exeggutor.png,103,119,175,127,194,226,146,80,108,85,94,97,88,155,164,141,0.1472,0.0836,0.0771,0.0693,0.0539
cubone.png,104,101,101,92,163,163,146,132,132,114,205,205,150,53,53,52,0.1787,0.119,0.0704,0.0445,0.0328
marowak.png,105,103,103,93,162,162,147,132,132,114,204,204,153,53,53,52,0.139,0.108,0.0916,0.0442,0.0296
hitmonlee.png,106,116,99,81,184,167,142,54,53,52,150,128,100,215,192,154,0.1822,0.148,0.0398,0.0064,0.0032
hitmonchan.png,107,116,98,79,187,168,139,55,53,51,152,125,95,217,194,157,0.1797,0.155,0.0518,0.0081,0.0078
lickitung.png,108,253,198,214,252,153,176,197,139,153,115,87,94,162,109,122,0.3006,0.1569,0.0887,0.0456,0.0205
koffing.png,109,224,191,244,181,141,191,211,170,231,110,89,115,150,110,157,0.1997,0.1792,0.0481,0.0445,0.0159
weezing.png,110,221,184,244,179,141,190,112,91,117,211,170,232,150,111,157,0.2541,0.149,0.0698,0.0532,0.0155
rhyhorn.png,111,100,100,89,166,166,135,205,205,148,53,53,51,133,133,112,0.1533,0.1425,0.1325,0.0612,0.0553
rhydon.png,112,100,100,90,162,162,138,205,205,149,133,133,112,54,54,53,0.1712,0.1315,0.122,0.0554,0.0456
chansey.png,113,250,205,217,190,144,155,249,154,176,111,88,93,157,157,157,0.1742,0.0765,0.0531,0.035,0.0204
tangela.png,114,74,80,134,49,49,49,141,146,195,167,174,246,214,217,241,0.2339,0.1097,0.1009,0.0758,0.0681
kangaskhan.png,115,120,100,79,192,170,138,55,53,51,151,127,100,215,194,160,0.2968,0.2867,0.0348,0.0142,0.0061
horsea.png,116,204,226,246,102,182,205,70,110,120,159,159,159,65,152,173,0.2085,0.1889,0.0821,0.0235,0.0191
seadra.png,117,207,227,250,105,180,202,72,108,119,161,161,161,61,155,178,0.2418,0.1633,0.0831,0.0177,0.0167
goldeen.png,118,197,152,120,135,83,68,254,197,94,206,84,59,59,54,52,0.1373,0.0962,0.0813,0.0476,0.0141
seaking.png,119,195,151,122,136,84,69,209,79,55,254,197,94,56,51,50,0.1412,0.0983,0.0708,0.0688,0.0327
staryu.png,120,141,79,61,203,154,114,253,197,93,57,51,49,207,80,57,0.1082,0.0674,0.0396,0.0286,0.0256
starmie.png,121,100,100,90,165,165,141,133,133,113,53,53,52,204,204,149,0.1582,0.1165,0.089,0.0608,0.0584
mrmime.png,122,248,208,219,192,145,157,115,87,94,248,154,177,50,50,50,0.1719,0.1298,0.0887,0.0858,0.044
scyther.png,123,130,177,133,193,226,146,83,109,87,209,223,209,156,172,134,0.1667,0.0868,0.0614,0.0477,0.0441
jynx.png,124,202,140,136,113,87,85,52,50,50,166,108,107,72,59,59,0.248,0.1471,0.1148,0.0397,0.0119
electabuzz.png,125,193,172,105,106,98,72,53,52,50,232,214,116,157,139,78,0.1662,0.143,0.0977,0.0646,0.0464
magmar.png,126,137,81,64,197,153,115,212,78,52,56,51,50,252,196,94,0.1645,0.1429,0.1212,0.0576,0.0561
pinsir.png,127,115,98,80,186,167,139,55,53,51,152,127,98,214,193,157,0.214,0.1941,0.0499,0.0103,0.0083
tauros.png,128,101,101,92,132,132,114,164,164,142,53,53,52,205,205,148,0.1566,0.1085,0.0926,0.0872,0.0677
magikarp.png,129,207,152,107,132,85,65,253,196,92,207,87,59,58,52,50,0.1682,0.139,0.1024,0.0468,0.0229
gyarados.png,130,77,82,132,142,147,195,169,177,246,219,221,241,106,112,174,0.2074,0.1144,0.0884,0.0676,0.0508
lapras.png,131,206,228,250,100,183,206,72,106,116,63,156,178,91,91,91,0.2163,0.1442,0.059,0.0177,0.0144
ditto.png,132,205,205,148,167,167,142,102,102,91,133,133,113,56,56,55,0.299,0.1185,0.1026,0.0352,0.0088
eevee.png,133,165,165,140,102,102,91,205,205,148,133,133,113,53,53,52,0.1554,0.1355,0.1159,0.0488,0.0311
vaporeon.png,134,207,226,248,113,177,196,74,108,118,50,50,50,156,156,156,0.2581,0.1544,0.0882,0.0213,0.0194
jolteon.png,135,190,171,108,108,100,72,231,215,119,156,140,80,54,53,50,0.1673,0.1062,0.0868,0.0419,0.0375
flareon.png,136,205,153,107,254,196,92,133,89,70,204,91,64,58,53,51,0.1532,0.1273,0.1029,0.0234,0.0177
porygon.png,137,102,102,91,162,162,141,132,132,114,205,205,149,52,52,52,0.1284,0.0853,0.0696,0.0645,0.0571
omanyte.png,138,220,222,242,80,84,125,145,150,191,171,178,245,110,115,168,0.1278,0.1172,0.0959,0.068,0.0383
omastar.png,139,76,81,133,170,178,251,138,144,194,107,113,172,218,219,233,0.1855,0.1607,0.1053,0.0578,0.0371
kabuto.png,140,195,174,142,124,101,78,52,51,50,155,127,95,215,193,158,0.2312,0.2077,0.1058,0.0088,0.0068
kabutops.png,141,187,168,140,116,99,82,54,52,51,151,127,99,214,193,161,0.2584,0.1636,0.0435,0.0125,0.0044
aerodactyl.png,142,165,165,137,100,100,90,205,205,147,132,132,114,52,52,51,0.1379,0.1276,0.1129,0.067,0.0386
snorlax.png,143,49,49,49,251,210,221,193,145,157,109,85,91,248,156,178,0.1862,0.1582,0.0545,0.0517,0.0515
articuno.png,144,78,83,134,143,147,190,220,223,244,170,178,248,108,113,170,0.1434,0.1141,0.0996,0.0968,0.051
zapdos.png,145,175,166,132,100,96,80,52,51,50,220,210,129,151,138,85,0.1152,0.0963,0.0559,0.0289,0.0228
moltres.png,146,210,152,100,253,196,90,212,80,53,142,81,61,63,53,51,0.143,0.143,0.1145,0.0939,0.0099
dratini.png,147,205,205,148,164,164,140,101,101,91,133,133,113,56,56,55,0.1672,0.1532,0.0903,0.0333,0.0149
dragonair.png,148,170,178,252,143,148,196,82,86,128,105,111,176,218,219,232,0.1603,0.0851,0.078,0.0464,0.0377
dragonite.png,149,192,171,139,123,102,80,54,52,51,151,127,98,215,193,160,0.2998,0.2515,0.061,0.0088,0.0012
mewtwo.png,150,189,149,142,109,91,89,51,50,50,164,109,108,214,202,153,0.1439,0.0753,0.0276,0.017,0.0099
mew.png,151,185,152,145,109,96,92,58,57,56,227,174,169,157,112,112,0.1688,0.086,0.0134,0.0134,0.0124
